===================
	  Java项目分析报告
===================

1. 类 / 接口汇总
------------------
类 org.apache.commons.math4.core.jdkmath.AccurateMath   [50字段, 87方法, 注释率31%]
    圈复杂度: 1

  方法: testUnstableDerivative
    参数个数: 0
    代码行数: 9
    圈复杂度: 1

  方法: testEventsScheduling
    参数个数: 0
    代码行数: 31
    圈复杂度: 1

org.apache.commons.math4.legacy.ode.nonstiff.DormandPrince853StepInterpolatorTest (共3个方法):
该类的圈复杂度: 7       注释率: 0%
  方法: derivativesConsistency
    参数个数: 0
    代码行数: 11
    圈复杂度: 1

  方法: serialization
    参数个数: 0
    代码行数: 46
    圈复杂度: 3

  方法: checklone
    参数个数: 0
    代码行数: 40
    圈复杂度: 3

org.apache.commons.math4.legacy.ode.nonstiff.EmbeddedRungeKuttaFieldIntegratorAbstractTest (共26个方法):
该类的圈复杂度: 49       注释率: 3%
  方法: createIntegrator
    参数个数: 5
    代码行数: 0
    圈复杂度: 1

  方法: createIntegrator
    参数个数: 5
    代码行数: 0
    圈复杂度: 1

  方法: testNonFieldIntegratorConsistency
    参数个数: 0
    代码行数: 0
    圈复杂度: 1

  方法: doTestNonFieldIntegratorConsistency
    参数个数: 1
    代码行数: 57
    圈复杂度: 8

  方法: checkArray
    参数个数: 2
    代码行数: 10
    圈复杂度: 3

  方法: testForwardBackwardExceptions
    参数个数: 0
    代码行数: 0
    圈复杂度: 1

  方法: doTestForwardBackwardExceptions
    参数个数: 1
    代码行数: 44
    圈复杂度: 4

  方法: testMinStep
    参数个数: 0
    代码行数: 0
    圈复杂度: 1

  方法: doTestMinStep
    参数个数: 1
    代码行数: 15
    圈复杂度: 1

  方法: testIncreasingTolerance
    参数个数: 0
    代码行数: 0
    圈复杂度: 1

  方法: doTestIncreasingTolerance
    参数个数: 3
    代码行数: 25
    圈复杂度: 2

  方法: testEvents
    参数个数: 0
    代码行数: 0
    圈复杂度: 1

  方法: doTestEvents
    参数个数: 3
    代码行数: 27
    圈复杂度: 2

  方法: testEventsErrors
    参数个数: 0
    代码行数: 0
    圈复杂度: 1

  方法: doTestEventsErrors
    参数个数: 1
    代码行数: 37
    圈复杂度: 2

  方法: testEventsNoConvergence
    参数个数: 0
    代码行数: 0
    圈复杂度: 1

  方法: doTestEventsNoConvergence
    参数个数: 1
    代码行数: 40
    圈复杂度: 3

  方法: testSanityChecks
    参数个数: 0
    代码行数: 0
    圈复杂度: 1

  方法: doTestSanityChecks
    参数个数: 1
    代码行数: 32
    圈复杂度: 4

  方法: testBackward
    参数个数: 0
    代码行数: 0
    圈复杂度: 1

  方法: doTestBackward
    参数个数: 5
    代码行数: 20
    圈复杂度: 1

  方法: testKepler
    参数个数: 0
    代码行数: 0
    圈复杂度: 1

  方法: doTestKepler
    参数个数: 2
    代码行数: 13
    圈复杂度: 1

  方法: testPartialDerivatives
    参数个数: 0
    代码行数: 0
    圈复杂度: 1

  方法: doTestPartialDerivatives
    参数个数: 2
    代码行数: 42
    圈复杂度: 4

  方法: dYdP
    参数个数: 2
    代码行数: 5
    圈复杂度: 1

org.apache.commons.math4.legacy.ode.nonstiff.EulerFieldIntegratorTest (共15个方法):
该类的圈复杂度: 15       注释率: 1%
  方法: createIntegrator
    参数个数: 2
    代码行数: 3
    圈复杂度: 1

  方法: testNonFieldIntegratorConsistency
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testMissedEndEvent
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testSanityChecks
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testDecreasingSteps
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testSmallStep
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testBigStep
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testBackward
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testKepler
    参数个数: 0
    代码行数: 4
    圈复杂度: 1

  方法: testStepSize
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testSingleStep
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testTooLargeFirstStep
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testUnstableDerivative
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testDerivativesConsistency
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testPartialDerivatives
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

org.apache.commons.math4.legacy.ode.nonstiff.EulerFieldStepInterpolatorTest (共5个方法):
该类的圈复杂度: 5       注释率: 0%
  方法: createInterpolator
    参数个数: 8
    代码行数: 6
    圈复杂度: 1

  方法: createButcherArrayProvider
    参数个数: 1
    代码行数: 3
    圈复杂度: 1

  方法: interpolationAtBounds
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: interpolationInside
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: nonFieldInterpolatorConsistency
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

org.apache.commons.math4.legacy.ode.nonstiff.EulerIntegratorTest (共6个方法):
该类的圈复杂度: 12       注释率: 0%
  方法: testDimensionCheck
    参数个数: 0
    代码行数: 7
    圈复杂度: 1

  方法: testDecreasingSteps
    参数个数: 0
    代码行数: 41
    圈复杂度: 6

  方法: testSmallStep
    参数个数: 0
    代码行数: 17
    圈复杂度: 1

  方法: testBigStep
    参数个数: 0
    代码行数: 16
    圈复杂度: 1

  方法: testBackward
    参数个数: 0
    代码行数: 16
    圈复杂度: 1

  方法: testStepSize
    参数个数: 0
    代码行数: 27
    圈复杂度: 2

org.apache.commons.math4.legacy.ode.nonstiff.EulerStepInterpolatorTest (共5个方法):
该类的圈复杂度: 10       注释率: 0%
  方法: noReset
    参数个数: 0
    代码行数: 17
    圈复杂度: 2

  方法: interpolationAtBounds
    参数个数: 0
    代码行数: 35
    圈复杂度: 3

  方法: interpolationInside
    参数个数: 0
    代码行数: 27
    圈复杂度: 1

  方法: derivativesConsistency
    参数个数: 0
    代码行数: 6
    圈复杂度: 1

  方法: serialization
    参数个数: 0
    代码行数: 37
    圈复杂度: 3

org.apache.commons.math4.legacy.ode.nonstiff.GillFieldIntegratorTest (共15个方法):
该类的圈复杂度: 15       注释率: 0%
  方法: createIntegrator
    参数个数: 2
    代码行数: 3
    圈复杂度: 1

  方法: testNonFieldIntegratorConsistency
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testMissedEndEvent
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testSanityChecks
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testDecreasingSteps
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testSmallStep
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testBigStep
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testBackward
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testKepler
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testStepSize
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testSingleStep
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testTooLargeFirstStep
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testUnstableDerivative
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testDerivativesConsistency
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testPartialDerivatives
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

org.apache.commons.math4.legacy.ode.nonstiff.GillFieldStepInterpolatorTest (共5个方法):
该类的圈复杂度: 5       注释率: 0%
  方法: createInterpolator
    参数个数: 8
    代码行数: 6
    圈复杂度: 1

  方法: createButcherArrayProvider
    参数个数: 1
    代码行数: 3
    圈复杂度: 1

  方法: interpolationAtBounds
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: interpolationInside
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: nonFieldInterpolatorConsistency
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

org.apache.commons.math4.legacy.ode.nonstiff.GillIntegratorTest (共8个方法):
该类的圈复杂度: 14       注释率: 1%
  方法: testDimensionCheck
    参数个数: 0
    代码行数: 7
    圈复杂度: 1

  方法: testDecreasingSteps
    参数个数: 0
    代码行数: 41
    圈复杂度: 6

  方法: testSmallStep
    参数个数: 0
    代码行数: 16
    圈复杂度: 1

  方法: testBigStep
    参数个数: 0
    代码行数: 15
    圈复杂度: 1

  方法: testBackward
    参数个数: 0
    代码行数: 16
    圈复杂度: 1

  方法: testKepler
    参数个数: 0
    代码行数: 11
    圈复杂度: 1

  方法: testUnstableDerivative
    参数个数: 0
    代码行数: 8
    圈复杂度: 1

  方法: testStepSize
    参数个数: 0
    代码行数: 27
    圈复杂度: 2

org.apache.commons.math4.legacy.ode.nonstiff.GillStepInterpolatorTest (共2个方法):
该类的圈复杂度: 4       注释率: 0%
  方法: testDerivativesConsistency
    参数个数: 0
    代码行数: 6
    圈复杂度: 1

  方法: serialization
    参数个数: 0
    代码行数: 41
    圈复杂度: 3

org.apache.commons.math4.legacy.ode.nonstiff.GraggBulirschStoerIntegratorTest (共13个方法):
该类的圈复杂度: 15       注释率: 1%
  方法: testDimensionCheck
    参数个数: 0
    代码行数: 8
    圈复杂度: 1

  方法: testNullIntervalCheck
    参数个数: 0
    代码行数: 8
    圈复杂度: 1

  方法: testMinStep
    参数个数: 0
    代码行数: 17
    圈复杂度: 1

  方法: testBackward
    参数个数: 0
    代码行数: 21
    圈复杂度: 1

  方法: testIncreasingTolerance
    参数个数: 0
    代码行数: 33
    圈复杂度: 2

  方法: testIntegratorControls
    参数个数: 0
    代码行数: 26
    圈复杂度: 1

  方法: getMaxError
    参数个数: 2
    代码行数: 8
    圈复杂度: 1

  方法: testEvents
    参数个数: 0
    代码行数: 29
    圈复杂度: 2

  方法: testKepler
    参数个数: 0
    代码行数: 19
    圈复杂度: 1

  方法: testVariableSteps
    参数个数: 0
    代码行数: 17
    圈复杂度: 1

  方法: testTooLargeFirstStep
    参数个数: 0
    代码行数: 24
    圈复杂度: 1

  方法: testUnstableDerivative
    参数个数: 0
    代码行数: 9
    圈复杂度: 1

  方法: testIssue596
    参数个数: 0
    代码行数: 34
    圈复杂度: 1

org.apache.commons.math4.legacy.ode.nonstiff.GraggBulirschStoerStepInterpolatorTest (共3个方法):
该类的圈复杂度: 7       注释率: 0%
  方法: derivativesConsistency
    参数个数: 0
    代码行数: 12
    圈复杂度: 1

  方法: serialization
    参数个数: 0
    代码行数: 47
    圈复杂度: 3

  方法: checklone
    参数个数: 0
    代码行数: 40
    圈复杂度: 3

org.apache.commons.math4.legacy.ode.nonstiff.HighamHall54FieldIntegratorTest (共13个方法):
该类的圈复杂度: 13       注释率: 4%
  方法: createIntegrator
    参数个数: 5
    代码行数: 3
    圈复杂度: 1

  方法: createIntegrator
    参数个数: 5
    代码行数: 3
    圈复杂度: 1

  方法: testNonFieldIntegratorConsistency
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testSanityChecks
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testBackward
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testKepler
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testForwardBackwardExceptions
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testMinStep
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testIncreasingTolerance
    参数个数: 0
    代码行数: 6
    圈复杂度: 1

  方法: testEvents
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testEventsErrors
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testEventsNoConvergence
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testPartialDerivatives
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

org.apache.commons.math4.legacy.ode.nonstiff.HighamHall54FieldStepInterpolatorTest (共5个方法):
该类的圈复杂度: 5       注释率: 0%
  方法: createInterpolator
    参数个数: 8
    代码行数: 6
    圈复杂度: 1

  方法: createButcherArrayProvider
    参数个数: 1
    代码行数: 3
    圈复杂度: 1

  方法: interpolationAtBounds
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: interpolationInside
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: nonFieldInterpolatorConsistency
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

org.apache.commons.math4.legacy.ode.nonstiff.HighamHall54IntegratorTest (共9个方法):
该类的圈复杂度: 22       注释率: 3%
  方法: testWrongDerivative
    参数个数: 0
    代码行数: 33
    圈复杂度: 4

  方法: testMinStep
    参数个数: 0
    代码行数: 18
    圈复杂度: 1

  方法: testIncreasingTolerance
    参数个数: 0
    代码行数: 31
    圈复杂度: 2

  方法: testBackward
    参数个数: 0
    代码行数: 21
    圈复杂度: 1

  方法: testEvents
    参数个数: 0
    代码行数: 30
    圈复杂度: 2

  方法: testEventsErrors
    参数个数: 0
    代码行数: 40
    圈复杂度: 2

  方法: testEventsNoConvergence
    参数个数: 0
    代码行数: 42
    圈复杂度: 3

  方法: testSanityChecks
    参数个数: 0
    代码行数: 55
    圈复杂度: 6

  方法: testKepler
    参数个数: 0
    代码行数: 19
    圈复杂度: 1

org.apache.commons.math4.legacy.ode.nonstiff.HighamHall54StepInterpolatorTest (共3个方法):
该类的圈复杂度: 7       注释率: 0%
  方法: derivativesConsistency
    参数个数: 0
    代码行数: 11
    圈复杂度: 1

  方法: serialization
    参数个数: 0
    代码行数: 46
    圈复杂度: 3

  方法: checkClone
    参数个数: 0
    代码行数: 40
    圈复杂度: 3

org.apache.commons.math4.legacy.ode.nonstiff.LutherFieldIntegratorTest (共15个方法):
该类的圈复杂度: 15       注释率: 0%
  方法: createIntegrator
    参数个数: 2
    代码行数: 3
    圈复杂度: 1

  方法: testNonFieldIntegratorConsistency
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testMissedEndEvent
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testSanityChecks
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testDecreasingSteps
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testSmallStep
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testBigStep
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testBackward
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testKepler
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testStepSize
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testSingleStep
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testTooLargeFirstStep
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: testUnstableDerivative
